mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.6608399550120034,0.25790994228256786,0.3697028160095215,0.11388115240500504,5,20,100,200,"{'model__max_depth': 5, 'model__min_samples_leaf': 20, 'model__min_samples_split': 100, 'model__n_estimators': 200}",0.8885726376949984,0.90623950656886,0.9009483577784236,0.8985868340140941,0.007403249728719369,66
3.3216392199198403,0.14334711614173162,0.5506590207417806,0.02449977331713552,5,20,100,400,"{'model__max_depth': 5, 'model__min_samples_leaf': 20, 'model__min_samples_split': 100, 'model__n_estimators': 400}",0.8892156773849362,0.9061956561970312,0.901473985158826,0.8989617729135979,0.007156038377417343,65
1.6813093821207683,0.15453490589576277,0.5936763286590576,0.07606709578421304,5,50,20,200,"{'model__max_depth': 5, 'model__min_samples_leaf': 50, 'model__min_samples_split': 20, 'model__n_estimators': 200}",0.8869888217226716,0.9040972300983601,0.8991765567217015,0.8967542028475778,0.007191442043890037,70
3.541421969731649,0.08187627652310742,0.7513226668039957,0.28591519670884225,5,50,20,400,"{'model__max_depth': 5, 'model__min_samples_leaf': 50, 'model__min_samples_split': 20, 'model__n_estimators': 400}",0.8873156927994568,0.9046012864063996,0.8996250782201287,0.8971806858086616,0.007265407870267793,67
2.0180912812550864,0.06462927548892142,0.7208431561787924,0.2626650219404521,5,50,50,200,"{'model__max_depth': 5, 'model__min_samples_leaf': 50, 'model__min_samples_split': 50, 'model__n_estimators': 200}",0.8869888217226716,0.9040972300983601,0.8991765567217015,0.8967542028475778,0.007191442043890037,70
3.778214454650879,0.1860689689970362,0.7593278884887695,0.08091119473680528,5,50,50,400,"{'model__max_depth': 5, 'model__min_samples_leaf': 50, 'model__min_samples_split': 50, 'model__n_estimators': 400}",0.8873156927994568,0.9046012864063996,0.8996250782201287,0.8971806858086616,0.007265407870267793,67
2.344503959019979,0.3021306554823656,0.8594717979431152,0.2529378865048186,5,50,100,200,"{'model__max_depth': 5, 'model__min_samples_leaf': 50, 'model__min_samples_split': 100, 'model__n_estimators': 200}",0.8869888217226716,0.9040972300983601,0.8991765567217015,0.8967542028475778,0.007191442043890037,70
3.9271443684895835,0.3867494045514925,1.3343416849772136,0.02615515935133621,5,50,100,400,"{'model__max_depth': 5, 'model__min_samples_leaf': 50, 'model__min_samples_split': 100, 'model__n_estimators': 400}",0.8873156927994568,0.9046012864063996,0.8996250782201287,0.8971806858086616,0.007265407870267793,67
2.5236472288767495,0.20022263966760567,0.5229880809783936,0.07962300206347438,8,10,20,200,"{'model__max_depth': 8, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}",0.907047022314488,0.9202819564044062,0.9192239374690611,0.9155176387293184,0.0060051843075953175,25
3.5798264344533286,0.06436641461591756,0.9726533889770508,0.03472319705663874,8,10,20,400,"{'model__max_depth': 8, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 400}",0.907459067164351,0.9201498107076067,0.9188718354646648,0.9154935711122075,0.0057051582184595275,26
