mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
9.263485034306845,0.27723402267037744,0.07400600115458171,0.003890394078185989,0.03,4,50,200,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 50, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.9221288746077063,0.9274995789621079,0.93044232331462,0.9266902589614782,0.0034418605916166547,64
10.062172889709473,0.3493199336535455,0.07369089126586914,0.013261667237243622,0.03,4,50,200,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 50, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.9212671033172732,0.9269363618134314,0.9314990007434254,0.92656748862471,0.004185290257305373,66
13.478355964024862,0.6991911559001104,0.08599011103312175,0.0035635379835893986,0.03,4,50,300,0.8,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 50, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.92592928971465,0.9322922016350093,0.9355695673334914,0.9312636862277168,0.004002259453472221,47
16.591717561086018,0.23061183127032742,0.08814660708109538,0.007632642840090231,0.03,4,50,300,1.0,"{'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_samples_leaf': 50, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.9254724282983247,0.9314081335453412,0.936106708598004,0.93099575681389,0.004351208284259987,48
2.8285009066263833,0.09150617554780037,0.06032792727152506,0.02241515211952984,0.05,2,10,100,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 10, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.895559637025946,0.9073248404329562,0.9035664664587928,0.9021503146392318,0.004906398358885817,155
3.239012082417806,0.19963623797328497,0.05864898363749186,0.009556566561476845,0.05,2,10,100,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 10, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.8966188093122731,0.9081374101197442,0.905165930669481,0.903307383367166,0.0048826351967406,151
5.254319588343303,0.011950723712809877,0.06101695696512858,0.0040635811078469,0.05,2,10,200,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 10, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.9080170074038751,0.9157672261726371,0.9144574122968876,0.9127472152911332,0.0033872361486208466,127
6.796173652013143,0.3051965263772051,0.0661615530649821,0.015459788429471325,0.05,2,10,200,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 10, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.9066760778978815,0.9149438796995522,0.9155934241013673,0.912404460566267,0.0040592489435918085,132
8.36768889427185,0.5718401346652318,0.06565562884012859,0.007938132180874616,0.05,2,10,300,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 10, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.9120620183984268,0.9194983725566239,0.9219278431568306,0.9178294113706271,0.004197038489312534,104
10.084718783696493,0.469698442854869,0.0716392199198405,0.012231565020160508,0.05,2,10,300,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 10, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.911187091996445,0.9180351079454943,0.9212141309082568,0.9168121102833986,0.004183871396674404,108
2.803323666254679,0.2464872993828199,0.05466453234354655,0.009463581361629425,0.05,2,20,100,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 20, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.8949369617459761,0.9072770509599292,0.903725655192004,0.9019798892993031,0.005186856746699181,156
3.111034393310547,0.05900229023954547,0.044325828552246094,0.0018861660513561417,0.05,2,20,100,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 20, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.8960340385910028,0.9074317907466202,0.9044277049902214,0.9026311781092815,0.004823402683837399,153
5.767017046610515,0.4375708168993669,0.06734307607014973,0.01676162748145392,0.05,2,20,200,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 20, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.9074277030000938,0.9160988538999257,0.9146873928465946,0.9127379832488715,0.003798891313412875,128
6.283664703369141,0.5989260438585751,0.05300076802571615,0.004315970620230786,0.05,2,20,200,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 20, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.9067005300543759,0.9151994010187854,0.9157792061927167,0.9125597124219594,0.004149823853480995,130
8.725817998250326,0.40566204949578255,0.0570221741994222,0.002151592245386633,0.05,2,20,300,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 20, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.9117402755854658,0.9199668283085515,0.9208976105199165,0.9175349048046445,0.00411500382519619,105
9.327385028203329,0.4310246945262022,0.06334996223449707,0.0066212217628003915,0.05,2,20,300,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 20, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.910858511498385,0.9182077594942373,0.921585917940325,0.916884062977649,0.004478351005572201,107
3.0375734170277915,0.3733366011887358,0.0413509209950765,0.0009553824531917995,0.05,2,50,100,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 50, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.8956417635697949,0.9068839583894159,0.9039508816218205,0.9021588678603437,0.00476131782048977,154
3.3882115681966147,0.5135639201602777,0.04967029889424642,0.005279208949505253,0.05,2,50,100,1.0,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 50, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.8961626167999248,0.9072371396892985,0.905055397382025,0.9028183846237495,0.00478988057383002,152
5.521588087081909,0.4897569709330294,0.05665882428487142,0.00310978868135924,0.05,2,50,200,0.8,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__min_samples_leaf': 50, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.9080904381960224,0.9146694061009691,0.915206037613408,0.9126552939701331,0.0032352665551038146,129
